OPER_DT,BOR_CD,ADMD_CD,AMT_IND,LCLS_10_P,LCLS_20_P,LCLS_30_P,LCLS_40_P,LCLS_50_P,LCLS_60_P,LCLS_70_P,LCLS_80_P
20181015,1111,11110670,101.8%,39.8%,15.8%,35.4%,2.1%,6.1%,0.2%,0.4%,0.0%
20181015,1111,11110680,123.4%,44.7%,18.0%,28.2%,0.5%,3.4%,2.7%,2.4%,0.1%
20181015,1111,11110690,72.7%,23.8%,19.0%,49.5%,0.1%,5.2%,1.2%,0.9%,0.2%
20181015,1111,11110700,103.9%,43.5%,15.0%,31.2%,5.8%,2.1%,1.3%,1.0%,0.1%
20181015,1111,11110710,117.4%,33.5%,16.0%,38.2%,5.1%,5.3%,0.6%,1.3%,0.0%
20181015,1135,11350560,106.6%,39.7%,17.0%,35.1%,2.6%,4.0%,0.7%,0.5%,0.2%
20181015,1135,11350570,103.7%,38.0%,19.7%,35.6%,0.9%,4.0%,0.8%,0.5%,0.4%
20181015,1135,11350580,103.9%,31.5%,21.2%,41.8%,1.5%,2.5%,0.0%,0.7%,0.7%
20181015,1135,11350595,82.5%,36.0%,16.5%,36.7%,3.1%,6.2%,0.8%,0.6%,0.2%
20181015,1135,11350600,88.7%,36.6%,21.1%,33.6%,2.1%,4.5%,0.6%,1.2%,0.2%
20181015,1135,11350611,134.8%,36.7%,19.3%,37.0%,1.3%,3.8%,0.5%,1.3%,0.2%
20181015,1135,11350612,130.8%,38.9%,22.9%,31.5%,2.1%,3.3%,0.4%,0.5%,0.3%
20181015,1135,11350619,105.8%,34.9%,22.4%,35.5%,1.8%,3.3%,1.4%,0.2%,0.3%
20181015,1135,11350621,72.2%,35.4%,19.2%,37.7%,2.2%,4.0%,0.6%,0.3%,0.5%
20181015,1135,11350624,77.0%,35.0%,18.0%,40.3%,2.0%,3.0%,1.0%,0.2%,0.3%
20181015,1135,11350625,147.7%,35.1%,19.3%,38.4%,1.5%,2.9%,1.1%,1.0%,0.6%
20181015,1135,11350630,78.7%,32.5%,19.5%,40.4%,1.7%,4.1%,0.8%,0.7%,0.3%
20181015,1135,11350640,136.3%,37.1%,17.0%,35.3%,4.3%,4.3%,0.9%,0.9%,0.2%
20181015,1135,11350665,96.0%,42.5%,16.0%,35.9%,1.9%,2.0%,1.5%,0.0%,0.1%
20181015,1135,11350670,79.6%,39.9%,15.0%,35.9%,3.5%,3.6%,0.7%,0.4%,0.9%
20181015,1135,11350695,104.9%,31.7%,21.0%,38.0%,3.5%,4.0%,0.7%,0.4%,0.6%
20181015,1135,11350700,124.5%,43.1%,16.5%,35.8%,0.8%,1.7%,0.9%,0.3%,0.8%
20181015,1135,11350710,93.4%,36.1%,19.5%,38.7%,1.2%,3.7%,0.2%,0.3%,0.2%
20181015,1135,11350720,80.7%,36.6%,20.1%,36.7%,2.4%,2.7%,0.3%,1.0%,0.3%
20181016,1111,11110515,71.4%,33.7%,23.4%,36.5%,2.7%,2.5%,0.5%,0.4%,0.3%
20181016,1111,11110530,138.2%,31.6%,19.2%,38.9%,1.2%,7.7%,0.6%,0.6%,0.3%
20181016,1111,11110540,75.4%,28.6%,18.2%,41.9%,5.5%,3.7%,1.1%,0.8%,0.1%
20181016,1111,11110550,191.8%,42.8%,19.8%,30.3%,2.0%,3.3%,0.3%,1.3%,0.2%
20181016,1111,11110560,99.0%,38.2%,20.6%,30.8%,4.0%,3.8%,1.2%,1.3%,0.1%
20181016,1111,11110570,210.3%,30.7%,21.5%,36.2%,4.0%,5.9%,0.1%,1.6%,0.0%
20181016,1111,11110580,101.8%,41.1%,21.0%,28.4%,2.0%,6.6%,0.3%,,0.6%
20181016,1111,11110600,116.1%,30.9%,17.6%,37.0%,5.9%,5.4%,0.8%,2.2%,0.2%
20181016,1111,11110615,175.9%,31.3%,16.5%,41.5%,2.4%,6.6%,0.2%,1.3%,0.2%
20181016,1111,11110630,111.3%,28.6%,15.4%,45.8%,2.8%,4.6%,0.6%,2.1%,0.1%
20181016,1111,11110640,122.8%,32.9%,16.4%,39.9%,2.6%,6.3%,0.5%,1.2%,0.2%
20181016,1111,11110650,123.9%,39.0%,16.3%,32.4%,2.8%,5.4%,1.6%,2.5%,0.1%
20181016,1111,11110670,94.9%,39.6%,14.2%,36.2%,2.3%,5.2%,1.4%,1.1%,0.0%
20181016,1111,11110680,118.1%,43.5%,14.5%,33.3%,1.5%,6.0%,0.2%,0.9%,
20181016,1111,11110690,58.0%,22.1%,24.2%,48.9%,0.1%,4.6%,,0.0%,
20181016,1111,11110700,115.6%,41.6%,16.5%,30.4%,7.3%,3.0%,0.2%,1.0%,0.2%
20181016,1111,11110710,123.7%,34.3%,15.7%,36.2%,6.5%,5.1%,0.7%,1.3%,0.2%
20181016,1135,11350560,109.5%,40.8%,17.9%,33.0%,2.7%,4.3%,0.4%,0.4%,0.4%
20181016,1135,11350570,104.0%,38.4%,19.7%,35.2%,1.5%,3.5%,0.4%,0.9%,0.4%
20181016,1135,11350580,104.5%,29.7%,21.6%,41.0%,2.8%,4.0%,0.0%,0.4%,0.4%
20181016,1135,11350595,78.2%,35.7%,17.9%,37.0%,2.0%,5.1%,0.6%,1.6%,0.2%
20181016,1135,11350600,85.1%,36.3%,19.7%,35.5%,2.3%,4.2%,0.9%,0.9%,0.3%
20181016,1135,11350611,135.9%,37.1%,19.8%,36.0%,2.5%,3.2%,0.6%,0.5%,0.2%
20181016,1135,11350612,144.6%,37.5%,23.9%,31.4%,1.0%,4.4%,0.4%,1.1%,0.3%
20181016,1135,11350619,100.8%,33.0%,21.4%,39.3%,1.7%,2.4%,0.7%,1.1%,0.4%
20181016,1135,11350621,77.2%,30.0%,20.7%,39.5%,4.9%,4.2%,0.2%,0.2%,0.3%
20181016,1135,11350624,78.2%,34.8%,17.1%,41.4%,2.9%,3.3%,0.2%,0.1%,0.2%
20181016,1135,11350625,146.1%,35.7%,17.9%,40.8%,1.2%,3.0%,0.5%,0.7%,0.2%
20181016,1135,11350630,82.9%,30.7%,20.2%,40.2%,2.2%,4.0%,1.5%,0.9%,0.3%
20181016,1135,11350640,126.5%,38.0%,17.3%,37.4%,1.6%,4.4%,0.3%,0.7%,0.3%
20181016,1135,11350665,89.9%,47.0%,15.9%,31.0%,2.9%,2.8%,0.1%,0.1%,0.2%
20181016,1135,11350670,79.8%,39.9%,19.1%,33.3%,1.7%,3.3%,0.8%,0.5%,1.4%
20181016,1135,11350695,108.4%,32.4%,18.7%,35.7%,7.8%,4.4%,0.3%,0.1%,0.5%
20181016,1135,11350700,134.3%,39.4%,20.2%,33.2%,0.9%,4.3%,0.7%,0.6%,0.6%
20181016,1135,11350710,93.6%,32.0%,20.9%,37.6%,1.3%,5.3%,1.2%,1.3%,0.4%
20181016,1135,11350720,81.2%,34.6%,20.3%,37.1%,2.7%,3.8%,0.1%,0.8%,0.6%
20181017,1111,11110515,68.0%,34.1%,19.9%,36.6%,2.9%,4.9%,0.8%,0.6%,0.1%
20181017,1111,11110530,139.3%,30.6%,18.2%,40.0%,1.3%,7.7%,0.6%,1.4%,0.3%
20181017,1111,11110540,86.7%,31.4%,20.6%,39.1%,2.3%,4.9%,1.1%,0.5%,0.1%
20181017,1111,11110550,195.8%,43.1%,19.1%,28.4%,5.5%,2.5%,0.5%,0.8%,0.1%
20181017,1111,11110560,95.2%,45.5%,20.4%,26.1%,4.2%,2.8%,0.3%,0.5%,0.1%
20181017,1111,11110570,211.1%,33.2%,21.8%,35.5%,2.2%,5.1%,1.3%,0.8%,0.1%
20181017,1111,11110580,103.1%,40.4%,13.8%,33.1%,1.5%,8.2%,0.4%,2.2%,0.3%
20181017,1111,11110600,126.5%,34.1%,18.4%,35.5%,2.3%,6.9%,1.1%,1.7%,0.1%
20181017,1111,11110615,177.7%,30.8%,17.4%,40.5%,2.6%,6.6%,0.4%,1.6%,0.1%
20181017,1111,11110630,93.6%,30.2%,13.4%,47.0%,4.2%,3.4%,1.1%,0.7%,0.0%
20181017,1111,11110640,116.2%,31.8%,16.1%,39.7%,4.1%,6.5%,0.1%,1.4%,0.3%
20181017,1111,11110650,114.7%,39.0%,17.4%,33.7%,1.9%,5.6%,0.8%,1.6%,0.1%
20181017,1111,11110670,101.6%,40.1%,14.1%,40.2%,0.7%,2.0%,,2.8%,0.0%
20181017,1111,11110680,116.4%,45.3%,12.9%,31.8%,1.3%,5.9%,0.1%,2.5%,0.2%
20181017,1111,11110690,71.1%,21.3%,18.8%,52.9%,0.1%,6.7%,,,0.2%
20181017,1111,11110700,112.5%,41.5%,16.0%,30.5%,6.5%,3.4%,0.3%,1.4%,0.3%
20181017,1111,11110710,116.7%,33.7%,16.6%,37.2%,5.3%,5.2%,0.7%,1.0%,0.3%
20181017,1135,11350560,103.8%,40.6%,16.4%,36.1%,2.2%,3.6%,0.5%,0.3%,0.2%
20181017,1135,11350570,98.7%,40.2%,18.7%,32.9%,1.5%,3.9%,1.4%,0.6%,0.8%
20181017,1135,11350580,104.7%,30.7%,22.9%,39.3%,2.5%,3.5%,0.1%,0.7%,0.4%
20181017,1135,11350595,79.8%,36.5%,18.0%,36.3%,3.4%,4.7%,0.4%,0.5%,0.2%
20181017,1135,11350600,86.1%,37.8%,20.7%,33.7%,2.4%,4.0%,0.3%,0.8%,0.2%
20181017,1135,11350611,144.3%,37.6%,19.2%,34.2%,2.6%,4.4%,0.2%,1.7%,0.2%
20181017,1135,11350612,126.9%,38.2%,24.0%,31.3%,1.9%,3.5%,,0.7%,0.6%
20181017,1135,11350619,103.2%,33.8%,19.7%,38.1%,1.6%,4.4%,0.4%,1.6%,0.3%
20181017,1135,11350621,73.7%,33.4%,20.3%,37.4%,4.5%,2.5%,0.7%,0.8%,0.4%
20181017,1135,11350624,78.8%,36.0%,18.9%,39.6%,2.5%,2.6%,,0.1%,0.3%
20181017,1135,11350625,141.6%,35.0%,20.9%,38.2%,0.9%,3.7%,0.6%,0.5%,0.2%
20181017,1135,11350630,78.5%,30.3%,18.4%,42.5%,2.7%,4.0%,0.4%,1.5%,0.3%
20181017,1135,11350640,130.0%,37.7%,18.2%,34.3%,3.1%,5.0%,0.5%,1.2%,0.2%
20181017,1135,11350665,99.6%,41.3%,15.2%,34.7%,2.6%,3.4%,0.5%,0.8%,1.4%
20181017,1135,11350670,75.2%,41.5%,14.7%,35.9%,2.8%,3.9%,0.6%,0.1%,0.5%
20181017,1135,11350695,102.7%,30.9%,22.8%,37.4%,3.4%,4.2%,0.2%,0.6%,0.4%
20181017,1135,11350700,136.6%,42.8%,15.5%,35.1%,3.0%,2.2%,0.7%,0.3%,0.3%
20181017,1135,11350710,95.6%,36.1%,19.9%,38.0%,1.2%,2.8%,0.5%,0.9%,0.7%
20181017,1135,11350720,87.2%,36.7%,18.5%,36.4%,2.0%,3.9%,0.5%,1.6%,0.5%
20181018,1111,11110515,70.9%,32.0%,24.2%,36.6%,2.4%,3.0%,0.4%,1.3%,0.1%
20181018,1111,11110530,153.4%,29.0%,20.9%,37.8%,1.3%,8.5%,0.7%,1.2%,0.4%
20181018,1111,11110540,95.3%,32.6%,22.5%,33.5%,2.8%,6.9%,,1.4%,0.2%
20181018,1111,11110550,188.1%,44.0%,20.4%,28.9%,1.9%,3.0%,0.4%,1.2%,0.2%
20181018,1111,11110560,110.4%,38.8%,15.8%,29.6%,7.9%,3.4%,1.9%,2.4%,0.2%
20181018,1111,11110570,221.9%,31.5%,23.0%,33.4%,5.1%,5.3%,0.4%,1.3%,0.0%
20181018,1111,11110580,107.8%,35.4%,19.5%,31.9%,8.4%,2.5%,1.4%,1.0%,
20181018,1111,11110600,129.4%,35.0%,20.2%,35.2%,0.8%,5.9%,0.7%,1.9%,0.3%
20181018,1111,11110615,181.1%,31.5%,16.5%,41.4%,2.3%,6.4%,0.5%,1.2%,0.1%
20181018,1111,11110630,97.8%,31.7%,13.1%,44.9%,4.3%,4.5%,0.8%,0.7%,0.1%
20181018,1111,11110640,120.2%,30.1%,18.2%,40.2%,3.2%,6.2%,0.3%,1.7%,0.2%
20181018,1111,11110650,116.4%,37.2%,17.0%,36.1%,2.6%,5.1%,0.5%,1.4%,0.1%
20181018,1111,11110670,107.5%,37.1%,19.0%,36.6%,1.1%,6.2%,,0.0%,
20181018,1111,11110680,115.5%,45.9%,15.4%,30.0%,1.5%,5.3%,0.8%,1.0%,0.0%
20181018,1111,11110690,68.9%,23.9%,23.4%,44.1%,,5.5%,2.2%,0.9%,
20181018,1111,11110700,119.2%,40.7%,14.0%,27.7%,12.1%,3.8%,0.5%,1.2%,0.0%
20181018,1111,11110710,119.5%,34.2%,16.3%,36.1%,6.3%,4.8%,1.0%,1.2%,0.2%
20181018,1135,11350560,97.2%,39.2%,17.5%,36.7%,2.1%,3.2%,0.3%,0.7%,0.2%
20181018,1135,11350570,100.3%,41.6%,16.9%,34.2%,1.7%,2.2%,1.1%,1.0%,1.3%
20181018,1135,11350580,97.6%,28.9%,19.9%,41.8%,3.0%,4.0%,1.1%,0.8%,0.5%
20181018,1135,11350595,78.3%,37.0%,17.2%,36.6%,2.4%,4.6%,0.3%,1.4%,0.5%
20181018,1135,11350600,85.5%,37.5%,20.8%,34.0%,2.5%,4.1%,0.2%,0.6%,0.3%
20181018,1135,11350611,136.1%,36.8%,20.8%,34.9%,1.8%,4.3%,0.2%,1.1%,0.2%
20181018,1135,11350612,139.3%,39.9%,23.6%,31.2%,1.6%,1.7%,0.3%,0.5%,1.2%
20181018,1135,11350619,108.7%,32.6%,25.9%,36.1%,1.0%,3.0%,0.2%,0.8%,0.5%
20181018,1135,11350621,90.5%,28.4%,18.5%,35.1%,15.0%,2.3%,0.0%,0.2%,0.4%
20181018,1135,11350624,83.1%,35.1%,18.7%,38.8%,1.7%,4.5%,0.4%,0.5%,0.3%
20181018,1135,11350625,150.3%,39.1%,18.1%,37.8%,1.2%,2.6%,0.5%,0.5%,0.2%
20181018,1135,11350630,76.0%,33.8%,18.7%,38.5%,1.6%,4.6%,1.7%,0.7%,0.4%
20181018,1135,11350640,129.0%,38.0%,17.9%,35.0%,3.1%,4.8%,0.5%,0.5%,0.3%
20181018,1135,11350665,87.8%,44.3%,17.5%,33.9%,1.2%,2.4%,0.0%,0.7%,0.1%
20181018,1135,11350670,86.5%,38.4%,17.7%,33.7%,1.8%,3.9%,1.0%,1.0%,2.5%
20181018,1135,11350695,98.9%,32.1%,21.7%,37.5%,3.2%,4.3%,0.3%,0.5%,0.5%
20181018,1135,11350700,146.8%,39.1%,19.5%,33.7%,0.2%,4.8%,0.2%,1.5%,0.9%
20181018,1135,11350710,91.9%,38.6%,18.3%,37.1%,2.2%,2.4%,0.6%,0.4%,0.4%
20181018,1135,11350720,85.3%,35.3%,18.3%,38.4%,2.2%,3.9%,0.6%,1.0%,0.3%
20181019,1111,11110515,76.7%,34.8%,23.8%,35.2%,1.6%,2.8%,0.7%,0.9%,0.2%
20181019,1111,11110530,150.2%,26.7%,23.1%,38.6%,0.9%,8.5%,0.6%,1.5%,0.2%
20181019,1111,11110540,103.5%,34.5%,21.2%,34.8%,2.7%,5.2%,,0.3%,1.3%
20181019,1111,11110550,174.5%,43.2%,20.0%,29.2%,2.1%,4.1%,0.5%,0.6%,0.3%
20181019,1111,11110560,114.0%,38.6%,20.1%,32.0%,4.1%,3.7%,0.3%,1.0%,0.1%
20181019,1111,11110570,208.4%,33.5%,23.5%,34.1%,2.3%,5.3%,0.5%,0.7%,0.3%
20181019,1111,11110580,104.9%,34.7%,20.8%,37.7%,1.0%,4.7%,,1.0%,0.1%
20181019,1111,11110600,140.3%,29.8%,19.3%,33.6%,7.0%,5.3%,1.1%,3.7%,0.1%
20181019,1111,11110615,188.1%,29.3%,17.1%,42.4%,2.9%,6.7%,0.3%,1.3%,0.1%
20181019,1111,11110630,105.4%,29.2%,14.7%,45.7%,2.9%,5.0%,0.0%,2.4%,0.1%
20181019,1111,11110640,149.6%,30.0%,17.0%,42.4%,2.4%,6.5%,0.2%,1.1%,0.3%
20181019,1111,11110650,122.3%,36.3%,17.9%,35.1%,2.5%,5.7%,0.7%,1.6%,0.2%
20181019,1111,11110670,104.4%,39.8%,16.4%,36.8%,0.6%,5.4%,0.2%,0.7%,0.1%
20181019,1111,11110680,101.7%,40.9%,13.4%,38.2%,1.3%,2.5%,0.5%,3.2%,
20181019,1111,11110690,69.4%,25.2%,22.7%,46.7%,0.1%,4.1%,1.1%,,0.2%
20181019,1111,11110700,117.4%,38.5%,18.8%,27.8%,9.9%,3.3%,0.5%,0.9%,0.2%
20181019,1111,11110710,119.1%,32.8%,16.7%,37.1%,5.8%,5.8%,0.6%,1.0%,0.1%
20181019,1135,11350560,97.9%,38.1%,17.6%,37.4%,1.8%,3.6%,0.3%,0.9%,0.2%
20181019,1135,11350570,106.3%,39.2%,19.0%,36.0%,1.7%,2.5%,0.5%,0.5%,0.6%
20181019,1135,11350580,107.7%,28.5%,24.1%,40.7%,1.8%,3.3%,0.6%,0.5%,0.4%
20181019,1135,11350595,82.9%,37.0%,16.9%,37.2%,2.9%,4.4%,0.6%,0.9%,0.1%
20181019,1135,11350600,89.9%,35.1%,22.5%,33.6%,3.0%,3.8%,0.6%,0.7%,0.6%
20181019,1135,11350611,148.4%,34.8%,22.1%,35.4%,1.9%,4.2%,0.6%,0.6%,0.3%
20181019,1135,11350612,156.3%,36.4%,26.1%,31.3%,1.6%,2.7%,0.6%,0.7%,0.7%
20181019,1135,11350619,114.7%,32.9%,22.2%,38.9%,1.0%,3.4%,0.3%,0.5%,0.7%
20181019,1135,11350621,82.0%,34.1%,21.6%,38.1%,1.9%,3.2%,0.2%,0.5%,0.4%
20181019,1135,11350624,86.9%,30.0%,19.7%,43.4%,1.9%,3.6%,0.6%,0.2%,0.7%
20181019,1135,11350625,143.7%,35.7%,20.6%,38.7%,1.3%,2.8%,0.4%,0.2%,0.4%
20181019,1135,11350630,82.9%,30.9%,20.2%,39.6%,2.0%,5.3%,1.0%,0.7%,0.5%
20181019,1135,11350640,145.2%,34.3%,16.9%,36.5%,5.4%,5.8%,0.5%,0.4%,0.2%
20181019,1135,11350665,92.1%,44.9%,18.0%,32.3%,0.9%,3.0%,0.4%,0.1%,0.4%
20181019,1135,11350670,80.2%,40.4%,17.3%,35.2%,2.4%,2.8%,0.3%,1.2%,0.4%
20181019,1135,11350695,111.7%,31.3%,22.1%,37.3%,3.8%,3.8%,0.5%,0.8%,0.3%
20181019,1135,11350700,133.6%,39.8%,20.5%,34.8%,1.1%,3.0%,,0.7%,0.2%
20181019,1135,11350710,102.2%,36.1%,20.4%,37.0%,0.9%,3.6%,0.5%,0.5%,1.0%
20181019,1135,11350720,91.1%,34.3%,20.6%,37.4%,2.5%,4.0%,,0.8%,0.4%
20181020,1111,11110515,86.5%,28.5%,23.7%,36.3%,3.3%,5.3%,1.3%,1.2%,0.5%
20181020,1111,11110530,132.7%,22.6%,24.5%,39.2%,1.8%,9.0%,0.7%,0.9%,1.4%
20181020,1111,11110540,124.1%,26.5%,17.6%,45.4%,1.4%,7.8%,0.1%,0.5%,0.6%
20181020,1111,11110550,140.1%,42.0%,21.6%,30.6%,1.8%,2.5%,0.4%,0.9%,0.2%
20181020,1111,11110560,107.0%,40.9%,19.2%,31.8%,3.8%,2.4%,0.5%,0.7%,0.6%
20181020,1111,11110570,247.8%,32.9%,18.9%,32.2%,4.4%,8.6%,1.0%,1.3%,0.7%
20181020,1111,11110580,115.6%,40.7%,16.6%,31.0%,4.6%,5.4%,0.1%,1.5%,0.2%
20181020,1111,11110600,137.9%,27.6%,19.0%,38.6%,2.6%,7.7%,1.5%,2.8%,0.1%
20181020,1111,11110615,162.3%,25.1%,19.8%,41.8%,2.2%,8.4%,0.4%,2.1%,0.2%
20181020,1111,11110630,94.5%,23.5%,16.2%,48.4%,5.5%,4.4%,0.2%,1.4%,0.3%
20181020,1111,11110640,143.4%,22.6%,17.2%,46.0%,3.0%,8.1%,0.2%,2.6%,0.3%
20181020,1111,11110650,128.3%,32.4%,17.1%,37.0%,3.6%,7.4%,0.6%,1.6%,0.2%
20181020,1111,11110670,106.4%,40.0%,12.7%,39.1%,1.5%,4.9%,0.1%,1.6%,0.0%
20181020,1111,11110680,110.3%,38.8%,17.1%,30.7%,2.2%,9.3%,1.7%,0.2%,
20181020,1111,11110690,40.1%,22.7%,20.5%,51.1%,0.1%,5.7%,,,
20181020,1111,11110700,119.9%,36.2%,15.5%,33.4%,9.2%,4.1%,0.9%,0.6%,0.1%
20181020,1111,11110710,131.2%,29.1%,16.1%,41.0%,4.4%,7.4%,0.4%,1.5%,0.2%
20181020,1135,11350560,92.2%,35.8%,18.5%,37.4%,2.7%,4.3%,0.3%,0.7%,0.3%
20181020,1135,11350570,103.1%,35.6%,19.9%,36.3%,2.1%,4.1%,0.9%,0.4%,0.8%
20181020,1135,11350580,115.0%,27.5%,23.1%,42.5%,2.1%,3.9%,0.2%,0.3%,0.4%
20181020,1135,11350595,82.4%,31.6%,19.8%,37.8%,2.6%,6.0%,0.7%,1.3%,0.2%
20181020,1135,11350600,102.1%,34.1%,22.0%,35.3%,2.0%,4.2%,0.5%,1.0%,0.9%
20181020,1135,11350611,151.3%,33.8%,21.6%,36.1%,2.0%,4.6%,0.8%,0.9%,0.3%
20181020,1135,11350612,175.3%,35.4%,25.7%,32.6%,0.9%,3.5%,0.4%,0.5%,1.0%
20181020,1135,11350619,140.0%,31.5%,23.6%,38.9%,1.4%,3.0%,0.3%,0.7%,0.6%
20181020,1135,11350621,87.3%,29.5%,22.4%,39.2%,2.8%,4.6%,0.9%,0.3%,0.3%
20181020,1135,11350624,91.1%,31.7%,21.9%,39.1%,2.2%,3.8%,,0.7%,0.6%
20181020,1135,11350625,156.0%,30.8%,19.0%,40.9%,2.0%,4.9%,1.0%,0.9%,0.5%
20181020,1135,11350630,92.2%,27.6%,21.4%,41.9%,1.8%,5.6%,0.5%,0.6%,0.5%
20181020,1135,11350640,158.3%,31.0%,18.9%,38.6%,3.2%,7.1%,0.4%,0.6%,0.1%
20181020,1135,11350665,96.5%,40.4%,17.9%,33.4%,1.6%,3.8%,1.0%,1.9%,0.1%
20181020,1135,11350670,83.9%,36.3%,16.1%,36.6%,3.7%,5.0%,1.3%,0.2%,0.7%
20181020,1135,11350695,127.7%,29.3%,22.4%,36.0%,4.8%,5.4%,0.9%,0.8%,0.4%
20181020,1135,11350700,172.4%,37.5%,20.7%,33.8%,2.2%,3.9%,1.2%,0.4%,0.4%
20181020,1135,11350710,97.7%,29.0%,22.2%,40.7%,1.9%,3.6%,1.2%,0.4%,1.0%
20181020,1135,11350720,103.6%,30.3%,21.0%,38.7%,2.1%,4.8%,1.0%,1.6%,0.5%
20181021,1111,11110515,88.0%,30.9%,24.7%,36.2%,3.2%,3.2%,0.6%,0.7%,0.4%
20181021,1111,11110530,139.5%,24.7%,21.3%,38.5%,1.6%,9.4%,1.2%,2.1%,1.2%
20181021,1111,11110540,128.3%,24.3%,22.4%,43.2%,1.8%,5.7%,0.1%,2.0%,0.5%
20181021,1111,11110550,165.6%,41.4%,21.5%,28.3%,2.7%,4.1%,0.4%,1.5%,0.0%
20181021,1111,11110560,134.1%,39.0%,26.0%,29.4%,1.5%,2.8%,0.6%,0.3%,0.4%
20181021,1111,11110570,209.3%,33.3%,21.3%,34.8%,2.7%,3.8%,0.5%,3.3%,0.3%
20181021,1111,11110580,109.7%,37.8%,18.7%,28.4%,6.0%,8.4%,0.1%,0.5%,
20181021,1111,11110600,118.9%,26.5%,17.7%,36.1%,10.2%,6.2%,0.1%,3.0%,0.2%
20181021,1111,11110615,135.3%,30.1%,18.5%,40.3%,1.9%,7.7%,0.2%,1.1%,0.2%
20181021,1111,11110630,79.4%,27.3%,18.6%,41.3%,2.9%,6.8%,,2.7%,0.4%
20181021,1111,11110640,137.6%,22.8%,18.8%,43.7%,3.3%,8.8%,0.4%,1.7%,0.5%
20181021,1111,11110650,122.0%,33.6%,19.0%,35.6%,2.5%,7.3%,0.3%,1.4%,0.3%
20181021,1111,11110670,108.8%,38.9%,19.2%,33.3%,0.8%,6.4%,1.1%,0.4%,
20181021,1111,11110680,104.8%,52.7%,13.9%,26.9%,1.0%,3.7%,0.2%,1.5%,
20181021,1111,11110690,47.0%,14.3%,23.1%,56.1%,0.7%,3.6%,,1.9%,0.2%
20181021,1111,11110700,117.6%,38.5%,15.2%,36.3%,5.3%,3.3%,0.1%,1.1%,0.1%
20181021,1111,11110710,138.3%,29.3%,16.9%,42.9%,3.1%,5.9%,0.3%,1.5%,0.2%
20181021,1135,11350560,98.6%,37.3%,18.8%,36.8%,2.2%,3.9%,0.2%,0.6%,0.3%
20181021,1135,11350570,97.3%,36.6%,20.1%,35.4%,3.3%,3.2%,0.1%,0.7%,0.6%
20181021,1135,11350580,107.3%,27.6%,24.3%,40.2%,3.0%,3.5%,0.2%,0.9%,0.4%
20181021,1135,11350595,77.6%,36.2%,19.1%,35.8%,2.6%,4.9%,0.3%,0.9%,0.3%
20181021,1135,11350600,93.7%,35.5%,22.0%,34.5%,1.8%,4.2%,0.6%,0.9%,0.4%
20181021,1135,11350611,152.9%,37.1%,21.7%,35.2%,1.7%,2.9%,0.4%,0.7%,0.2%
20181021,1135,11350612,153.9%,36.5%,24.7%,30.0%,1.1%,5.2%,0.7%,1.1%,0.6%
20181021,1135,11350619,127.6%,33.4%,23.0%,36.0%,1.7%,4.2%,1.0%,0.3%,0.4%
20181021,1135,11350621,81.0%,30.2%,22.8%,39.4%,1.7%,4.7%,0.1%,0.7%,0.4%
20181021,1135,11350624,91.5%,29.3%,23.1%,40.1%,2.3%,3.8%,0.3%,0.8%,0.3%
20181021,1135,11350625,144.3%,33.6%,21.3%,37.8%,2.0%,3.6%,0.9%,0.6%,0.2%
20181021,1135,11350630,81.7%,30.0%,20.9%,41.4%,2.1%,4.0%,0.9%,0.4%,0.3%
20181021,1135,11350640,148.1%,33.1%,19.9%,37.5%,2.5%,5.2%,0.4%,0.7%,0.7%
20181021,1135,11350665,97.4%,40.2%,20.2%,31.7%,2.1%,2.2%,2.0%,1.3%,0.2%
20181021,1135,11350670,81.2%,36.2%,19.9%,35.1%,2.3%,5.1%,0.7%,0.5%,0.2%
20181021,1135,11350695,119.4%,27.9%,21.2%,37.4%,6.9%,5.2%,0.3%,0.5%,0.5%
20181021,1135,11350700,149.0%,41.3%,17.2%,35.3%,1.2%,4.5%,0.5%,-0.5%,0.4%
20181021,1135,11350710,95.3%,29.3%,24.6%,36.7%,3.1%,4.6%,0.7%,0.3%,0.8%
20181021,1135,11350720,80.9%,33.8%,21.4%,36.9%,1.2%,4.9%,,1.4%,0.4%
20181022,1111,11110515,65.2%,35.5%,20.5%,36.7%,2.5%,3.5%,0.1%,1.0%,0.2%
20181022,1111,11110530,143.1%,30.4%,18.3%,39.1%,2.2%,7.9%,0.3%,1.5%,0.3%
20181022,1111,11110540,88.7%,29.7%,16.9%,39.5%,6.1%,4.7%,0.9%,1.9%,0.3%
20181022,1111,11110550,225.0%,41.6%,19.5%,31.8%,1.5%,2.9%,0.3%,2.1%,0.2%
20181022,1111,11110560,106.2%,46.6%,14.4%,30.1%,2.0%,3.8%,0.7%,2.2%,0.2%
20181022,1111,11110570,185.7%,32.4%,21.6%,35.7%,6.1%,3.8%,,0.2%,0.2%
20181022,1111,11110580,89.5%,40.1%,19.6%,29.2%,5.0%,4.8%,0.1%,1.1%,
20181022,1111,11110600,113.6%,33.9%,16.2%,36.5%,5.5%,4.8%,0.8%,2.1%,0.1%
20181022,1111,11110615,175.3%,31.6%,16.1%,42.2%,2.4%,6.0%,0.3%,1.2%,0.1%
20181022,1111,11110630,93.2%,31.4%,13.2%,48.0%,2.3%,4.1%,0.5%,0.5%,
